booking_id,customer_id,driver_id,booking_datetime,booking_date,booking_hour,day_of_week,is_weekend,is_peak_hour,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,customer_rating,driver_rating,nearby_driver_count,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,promo_applied,promo_discount_sgd,estimated_fare_sgd,device_os,app_version,previous_customer_cancellations,booking_status,customer_cancelled,cancel_time_after_booking_min,cancel_reason,actual_pickup_wait_min,actual_trip_duration_min,final_fare_sgd
BK2026009602,C101223,D51395,2026-06-23 20:35:03,2026-06-23,20,Tuesday,0,1,Marina Bay,Business/Leisure,CBD,Business,14.6,26.2,JustGrab,Card,Regular,4.64,4.46,8,8.5,Clear,0,Medium,1.08,0,0,23.5,Android,Current,0,Customer Cancelled,1,2.9,Driver took too long,,,
BK2026008674,C100157,D51450,2026-06-07 07:07:37,2026-06-07,7,Sunday,1,1,Changi,Airport,Serangoon,Residential,19.29,56.4,GrabCar Plus,Card,Regular,4.97,4.89,8,9.4,Clear,0,Severe,1.4,0,0,48.85,Android,Outdated,0,Completed,0,,Not Cancelled,12.9,54.6,49.56
BK2026001240,C100165,D50965,2026-01-23 20:56:17,2026-01-23,20,Friday,0,1,Changi,Airport,Jurong East,Residential/Commercial,30.53,56.4,GrabCar Plus,Cash,High Value,4.59,4.79,4,6.7,Light Rain,1,High,1.38,0,0,70.29,iOS,Current,0,Customer Cancelled,1,6.4,Fare too high,,,
BK2026002290,C101344,D50811,2026-02-11 09:40:25,2026-02-11,9,Wednesday,0,1,Changi,Airport,CBD,Business,15.47,24.8,GrabCar,Card,Occasional,4.4,4.53,4,4.5,Clear,0,Low,1.07,0,0,25.55,Android,Current,2,Completed,0,,Not Cancelled,4.4,18.4,28.55
BK2026002741,C101239,D50882,2026-02-19 18:08:37,2026-02-19,18,Thursday,0,1,Woodlands,Residential,Bukit Timah,Residential,7.71,14.4,GrabCar,GrabPay,Occasional,4.37,4.79,7,12.2,Clear,0,Low,1.21,0,0,16.11,Android,Current,2,Customer Cancelled,1,4.8,Found alternative transport,,,
BK2026004586,C100138,D50133,2026-03-24 21:30:48,2026-03-24,21,Tuesday,0,0,Clementi,Residential/Student,Woodlands,Residential,6.78,11.9,JustGrab,Cash,New,4.66,4.68,7,1.2,Clear,0,Medium,1.0,0,0,12.35,iOS,Current,1,Customer Cancelled,1,0.7,Fare too high,,,
BK2026001230,C101044,D51113,2026-01-23 13:44:51,2026-01-23,13,Friday,0,0,Tampines,Residential,Punggol,Residential,3.37,5.9,JustGrab,Card,Regular,4.85,4.72,10,5.7,Clear,0,Medium,1.0,0,0,8.05,iOS,Current,0,Customer Cancelled,1,2.1,Fare too high,,,
BK2026006981,C102453,D51262,2026-05-07 02:44:12,2026-05-07,2,Thursday,0,0,Changi,Airport,Marina Bay,Business/Leisure,19.95,42.6,GrabShare,Cash,New,4.27,4.95,5,3.5,Clear,0,Low,1.0,0,0,26.72,Android,Current,1,Completed,0,,Not Cancelled,7.8,43.2,27.25
BK2026005179,C103123,D50243,2026-04-04 03:41:56,2026-04-04,3,Saturday,1,0,Ang Mo Kio,Residential,Punggol,Residential,9.66,14.7,JustGrab,Card,Occasional,4.87,4.91,9,4.5,Clear,0,Low,1.0,0,0,15.71,iOS,Current,0,Completed,0,,Not Cancelled,3.5,19.1,12.22
BK2026004294,C101562,D50449,2026-03-19 15:16:16,2026-03-19,15,Thursday,0,0,Yishun,Residential,CBD,Business,2.73,5.4,GrabCar,Card,Occasional,4.75,4.92,4,8.1,Clear,0,Medium,1.0,0,0,7.54,Android,Current,1,Completed,0,,Not Cancelled,9.2,16.5,7.67
BK2026001059,C103157,D50502,2026-01-20 09:50:00,2026-01-20,9,Tuesday,0,1,Punggol,Residential,Orchard,Retail,12.51,34.7,JustGrab,Card,Regular,4.76,4.66,3,4.3,Clear,0,High,1.12,0,0,22.68,Android,Outdated,0,Completed,0,,Not Cancelled,4.2,36.1,22.47
BK2026006263,C102869,D50490,2026-04-23 14:50:48,2026-04-23,14,Thursday,0,0,Orchard,Retail,Yishun,Residential,13.96,32.1,GrabCar Plus,GrabPay,High Value,4.75,4.86,9,4.0,Clear,0,Medium,1.0,0,0,27.44,Android,Current,1,Completed,0,,Not Cancelled,4.9,28.0,28.78
BK2026000282,C102984,D50477,2026-01-05 21:04:59,2026-01-05,21,Monday,0,0,Woodlands,Residential,Tampines,Residential,3.38,4.4,JustGrab,Card,Regular,4.38,4.88,13,13.8,Clear,0,Low,1.0,1,3,4.88,iOS,Current,1,Customer Cancelled,1,5.6,Driver took too long,,,
BK2026000969,C102593,D50336,2026-01-18 10:46:28,2026-01-18,10,Sunday,1,0,Ang Mo Kio,Residential,Bukit Timah,Residential,9.22,14.0,GrabCar Plus,GrabPay,Regular,4.65,4.87,5,4.8,Clear,0,Low,1.0,0,0,18.55,Android,Current,0,Completed,0,,Not Cancelled,8.3,12.9,18.3
BK2026003954,C102975,D50551,2026-03-13 05:01:35,2026-03-13,5,Friday,0,0,Orchard,Retail,Marina Bay,Business/Leisure,1.99,4.0,GrabCar,Cash,High Value,4.15,4.54,10,4.0,Cloudy,0,Medium,1.0,0,0,6.54,Android,Current,0,Completed,0,,Not Cancelled,5.4,13.0,6.1
BK2026001940,C100844,D50584,2026-02-04 22:50:16,2026-02-04,22,Wednesday,0,0,CBD,Business,Punggol,Residential,19.09,28.9,JustGrab,Card,New,4.52,4.85,13,6.7,Clear,0,Medium,1.0,0,0,27.31,iOS,One version behind,0,Completed,0,,Not Cancelled,11.8,25.5,25.34
BK2026008465,C101540,D51224,2026-06-02 18:09:22,2026-06-02,18,Tuesday,0,1,Clementi,Residential/Student,Woodlands,Residential,16.32,27.3,JustGrab,Card,Regular,4.47,4.71,3,4.9,Cloudy,0,Medium,1.21,0,0,27.81,iOS,Current,0,Customer Cancelled,1,0.6,Fare too high,,,
BK2026001275,C101053,D50313,2026-01-24 11:19:05,2026-01-24,11,Saturday,1,0,Punggol,Residential,Orchard,Retail,25.82,45.6,JustGrab,Card,New,4.79,4.47,10,4.7,Clear,0,Low,1.0,1,3,33.38,iOS,Outdated,0,Completed,0,,Not Cancelled,7.5,40.0,33.0
BK2026000620,C103140,D50612,2026-01-11 21:41:00,2026-01-11,21,Sunday,1,0,Sentosa,Leisure,Orchard,Retail,9.18,17.0,JustGrab,GrabPay,High Value,4.82,4.6,8,3.2,Cloudy,0,High,1.0,0,0,15.48,Android,Current,0,Completed,0,,Not Cancelled,4.5,18.6,16.61
BK2026008506,C101940,D51332,2026-06-03 13:47:10,2026-06-03,13,Wednesday,0,0,Sentosa,Leisure,Marina Bay,Business/Leisure,12.31,17.7,JustGrab,GrabPay,Regular,4.26,4.81,7,7.1,Clear,0,Low,1.0,1,2,16.85,Android,Current,0,Completed,0,,Not Cancelled,6.5,13.9,16.56
BK2026001743,C101339,D51058,2026-02-01 13:13:05,2026-02-01,13,Sunday,1,0,Marina Bay,Business/Leisure,Jurong East,Residential/Commercial,7.12,10.4,JustGrab,GrabPay,Occasional,4.57,4.9,17,14.7,Cloudy,0,Medium,1.0,0,0,12.52,Android,Current,0,Customer Cancelled,1,3.7,Other,,,
BK2026001391,C101714,D50756,2026-01-26 14:36:50,2026-01-26,14,Monday,0,0,Changi,Airport,CBD,Business,22.81,38.5,GrabCar,Card,Regular,4.97,4.48,6,7.5,Clear,0,Low,1.0,1,5,29.29,Android,Current,0,Completed,0,,Not Cancelled,9.3,34.2,27.74
BK2026002204,C100967,D51195,2026-02-09 17:16:43,2026-02-09,17,Monday,0,1,CBD,Business,Marina Bay,Business/Leisure,17.1,42.4,JustGrab,Cash,Regular,4.31,4.65,7,11.8,Heavy Rain,1,High,1.47,0,0,35.28,Android,Current,0,No Show,0,,Not Cancelled,,,
BK2026003569,C100679,D51453,2026-03-06 12:45:33,2026-03-06,12,Friday,0,0,Marina Bay,Business/Leisure,Clementi,Residential/Student,11.79,27.4,JustGrab,Corporate,Occasional,4.5,4.78,7,5.7,Light Rain,1,Medium,1.22,1,2,20.19,Android,Current,0,Completed,0,,Not Cancelled,7.5,30.7,21.0
BK2026006117,C101979,D50874,2026-04-20 14:13:08,2026-04-20,14,Monday,0,0,Bukit Timah,Residential,Yishun,Residential,3.59,6.8,GrabShare,Corporate,Occasional,4.71,4.53,11,7.2,Cloudy,0,Low,1.0,0,0,7.82,iOS,Current,0,Completed,0,,Not Cancelled,11.1,7.3,8.18
BK2026009971,C101439,D50288,2026-06-30 09:45:55,2026-06-30,9,Tuesday,0,1,CBD,Business,Woodlands,Residential,1.39,4.0,GrabCar Plus,GrabPay,Regular,4.57,4.79,3,6.6,Clear,0,Low,1.1,0,0,6.45,iOS,Outdated,0,Completed,0,,Not Cancelled,7.2,3.0,6.28
BK2026006053,C100085,D50181,2026-04-19 10:04:51,2026-04-19,10,Sunday,1,0,Ang Mo Kio,Residential,Queenstown,Residential,12.46,26.0,GrabCar,Cash,Occasional,4.7,4.88,8,6.1,Light Rain,1,High,1.14,0,0,23.03,iOS,Current,2,Completed,0,,Not Cancelled,7.0,29.2,22.02
BK2026003179,C100429,D50824,2026-02-27 01:16:24,2026-02-27,1,Friday,0,0,Marina Bay,Business/Leisure,Jurong East,Residential/Commercial,7.01,9.7,GrabCar,Corporate,Occasional,4.33,4.76,13,1.3,Clear,0,Low,1.0,0,0,12.91,iOS,Current,1,Completed,0,,Not Cancelled,1.2,8.8,15.78
BK2026003193,C101544,D51499,2026-02-27 08:10:54,2026-02-27,8,Friday,0,1,Clementi,Residential/Student,CBD,Business,3.83,7.6,JustGrab,Card,Regular,4.68,4.8,5,3.5,Clear,0,Medium,1.34,0,0,10.1,iOS,Current,0,Completed,0,,Not Cancelled,1.5,8.1,11.41
BK2026006100,C101011,D51078,2026-04-20 07:27:46,2026-04-20,7,Monday,0,1,Serangoon,Residential,Marina Bay,Business/Leisure,1.93,4.5,GrabCar,Cash,Occasional,4.52,4.71,2,6.7,Clear,0,Severe,1.26,0,0,7.1,Android,Current,1,Completed,0,,Not Cancelled,9.4,10.3,7.31
BK2026007030,C100143,D50334,2026-05-08 00:03:25,2026-05-08,0,Friday,0,0,Orchard,Retail,Woodlands,Residential,3.95,8.2,JustGrab,Card,Regular,4.61,5.0,14,6.8,Cloudy,0,Medium,1.0,0,0,8.93,Android,One version behind,1,Completed,0,,Not Cancelled,7.5,3.4,9.17
BK2026000576,C100446,D50045,2026-01-11 00:16:52,2026-01-11,0,Sunday,1,0,Clementi,Residential/Student,Serangoon,Residential,12.19,23.9,GrabCar Plus,Card,Occasional,4.46,4.69,7,6.6,Clear,0,Low,1.0,1,3,20.95,Android,One version behind,1,Completed,0,,Not Cancelled,6.4,25.7,21.28
BK2026006657,C103010,D51051,2026-05-01 09:19:36,2026-05-01,9,Friday,0,1,Changi,Airport,Ang Mo Kio,Residential,15.84,34.8,JustGrab,GrabPay,Occasional,4.81,4.66,4,10.9,Clear,0,Medium,1.21,0,0,28.1,Android,One version behind,0,Completed,0,,Not Cancelled,11.8,34.8,27.34
BK2026007116,C100219,D50623,2026-05-09 16:14:31,2026-05-09,16,Saturday,1,0,Yishun,Residential,Woodlands,Residential,4.49,7.0,GrabCar,Card,Regular,4.47,4.56,6,1.5,Clear,0,Low,1.0,1,5,4.73,iOS,Current,1,Completed,0,,Not Cancelled,0.5,12.8,6.95
BK2026008803,C100381,D50315,2026-06-09 19:14:28,2026-06-09,19,Tuesday,0,1,Punggol,Residential,Tampines,Residential,7.08,13.3,GrabCar Plus,GrabPay,Regular,4.55,4.63,3,18.6,Light Rain,1,High,1.27,0,0,18.14,Android,Current,1,Completed,0,,Not Cancelled,17.4,14.0,18.37
BK2026006277,C101702,D50284,2026-04-23 21:26:22,2026-04-23,21,Thursday,0,0,Changi,Airport,Orchard,Retail,18.01,27.0,GrabCar Plus,GrabPay,Occasional,4.81,4.78,10,5.1,Light Rain,1,Medium,1.25,0,0,38.95,Android,One version behind,0,Completed,0,,Not Cancelled,9.2,29.6,38.14
BK2026008985,C100312,D50619,2026-06-12 21:45:27,2026-06-12,21,Friday,0,0,CBD,Business,Bukit Timah,Residential,17.73,26.6,GrabFamily,Cash,High Value,4.52,4.76,11,4.0,Clear,0,Low,1.0,0,0,30.82,iOS,Current,0,Completed,0,,Not Cancelled,5.2,26.2,30.52
BK2026005898,C100674,D50875,2026-04-16 13:54:24,2026-04-16,13,Thursday,0,0,Woodlands,Residential,Yishun,Residential,15.51,23.0,JustGrab,GrabPay,New,4.53,4.73,8,6.9,Heavy Rain,1,Medium,1.12,1,2,22.8,iOS,Current,0,Completed,0,,Not Cancelled,6.9,20.9,22.64
BK2026005725,C101839,D51438,2026-04-13 15:15:38,2026-04-13,15,Monday,0,0,Orchard,Retail,Yishun,Residential,9.51,21.7,JustGrab,Corporate,Regular,4.78,4.84,17,1.5,Clear,0,High,1.0,0,0,16.39,iOS,Current,0,Customer Cancelled,1,3.6,Driver took too long,,,
BK2026000270,C101681,D51328,2026-01-05 15:06:33,2026-01-05,15,Monday,0,0,Jurong East,Residential/Commercial,Punggol,Residential,2.3,4.0,GrabCar,Cash,New,4.59,4.91,12,4.6,Heavy Rain,1,Low,1.07,0,0,7.07,Android,Current,0,Completed,0,,Not Cancelled,5.6,4.6,7.0
BK2026000630,C101413,D51173,2026-01-12 03:11:36,2026-01-12,3,Monday,0,0,Changi,Airport,Ang Mo Kio,Residential,11.68,27.3,GrabCar,Cash,New,4.57,4.87,11,4.7,Clear,0,High,1.0,1,5,15.32,Android,Current,0,Completed,0,,Not Cancelled,5.8,21.4,14.8
BK2026003082,C102808,D50824,2026-02-25 11:11:31,2026-02-25,11,Wednesday,0,0,Serangoon,Residential,Orchard,Retail,4.33,7.3,GrabCar,Cash,Regular,4.87,4.5,10,10.6,Clear,0,Low,1.0,0,0,9.59,Android,One version behind,0,No Show,0,,Not Cancelled,,,
BK2026003467,C101726,D50300,2026-03-04 11:50:00,2026-03-04,11,Wednesday,0,0,Tampines,Residential,Ang Mo Kio,Residential,26.2,43.4,GrabCar,Cash,Occasional,4.61,4.54,11,11.1,Clear,0,Low,1.0,0,0,38.72,Android,Outdated,0,Completed,0,,Not Cancelled,9.6,46.2,39.11
BK2026006431,C101308,D50112,2026-04-26 18:21:14,2026-04-26,18,Sunday,1,1,Sentosa,Leisure,Jurong East,Residential/Commercial,13.52,36.1,GrabCar,Card,New,4.37,4.71,5,4.9,Clear,0,High,1.21,1,5,21.68,iOS,One version behind,0,Completed,0,,Not Cancelled,5.1,30.8,20.39
BK2026009312,C101517,D50689,2026-06-18 22:17:37,2026-06-18,22,Thursday,0,0,Woodlands,Residential,Ang Mo Kio,Residential,6.75,14.3,JustGrab,Card,Occasional,4.49,4.64,6,3.9,Clear,0,Medium,1.0,0,0,12.6,iOS,Current,1,Completed,0,,Not Cancelled,5.9,14.9,13.37
BK2026007063,C102363,D50111,2026-05-08 13:54:47,2026-05-08,13,Friday,0,0,Bukit Timah,Residential,Yishun,Residential,9.35,13.4,GrabCar,GrabPay,Occasional,4.7,5.0,8,8.0,Light Rain,1,Medium,1.28,0,0,18.98,iOS,Current,0,Completed,0,,Not Cancelled,6.9,20.6,21.2
BK2026009728,C101138,D50628,2026-06-26 05:14:38,2026-06-26,5,Friday,0,0,Changi,Airport,CBD,Business,13.26,20.0,GrabCar Plus,GrabPay,Occasional,4.44,4.54,12,4.1,Cloudy,0,Low,1.0,0,0,25.0,Android,Current,1,Customer Cancelled,1,1.1,Driver took too long,,,
BK2026005544,C101030,D50812,2026-04-10 19:22:10,2026-04-10,19,Friday,0,1,Marina Bay,Business/Leisure,Sentosa,Leisure,23.9,50.0,JustGrab,Card,Occasional,4.69,4.91,7,4.9,Clear,0,High,1.33,1,3,40.18,Android,One version behind,1,Customer Cancelled,1,7.7,Driver took too long,,,
BK2026004357,C102836,D50126,2026-03-20 17:07:00,2026-03-20,17,Friday,0,1,Changi,Airport,Clementi,Residential/Student,23.46,45.1,GrabCar,Card,New,4.78,4.66,4,4.9,Clear,0,High,1.08,1,3,34.94,Android,Current,1,Customer Cancelled,1,3.5,Fare too high,,,
BK2026002114,C101049,D50799,2026-02-08 00:43:09,2026-02-08,0,Sunday,1,0,Yishun,Residential,Marina Bay,Business/Leisure,6.01,10.0,GrabCar,Card,High Value,4.49,4.66,8,6.7,Cloudy,0,Low,1.0,0,0,11.82,iOS,One version behind,0,Completed,0,,Not Cancelled,10.0,6.4,11.7
BK2026008220,C100937,D50515,2026-05-29 08:10:20,2026-05-29,8,Friday,0,1,Sentosa,Leisure,Bukit Timah,Residential,11.78,27.6,GrabCar,GrabPay,Occasional,4.36,4.82,4,8.1,Heavy Rain,1,High,1.23,0,0,23.54,iOS,One version behind,3,Completed,0,,Not Cancelled,5.1,27.7,22.92
BK2026003217,C102865,D50604,2026-02-27 18:49:53,2026-02-27,18,Friday,0,1,Orchard,Retail,Woodlands,Residential,5.95,10.4,GrabCar Plus,Card,Regular,4.48,4.57,6,8.4,Light Rain,1,Medium,1.34,0,0,16.35,Android,One version behind,0,Completed,0,,Not Cancelled,9.2,10.7,15.1
BK2026003815,C102758,D50083,2026-03-11 00:58:41,2026-03-11,0,Wednesday,0,0,Changi,Airport,Queenstown,Residential,24.38,68.5,JustGrab,Cash,Regular,4.56,4.5,7,5.1,Clear,0,High,1.0,0,0,37.62,Android,Current,0,Completed,0,,Not Cancelled,9.2,69.6,37.49
BK2026008322,C101440,D51204,2026-05-31 03:22:05,2026-05-31,3,Sunday,1,0,Bukit Timah,Residential,Sentosa,Leisure,17.53,34.4,GrabCar,Card,Occasional,4.49,4.78,10,9.3,Cloudy,0,Low,1.0,1,5,22.81,Android,Current,0,Completed,0,,Not Cancelled,12.2,31.8,22.79
BK2026008590,C102145,D50958,2026-06-05 03:29:16,2026-06-05,3,Friday,0,0,Bukit Timah,Residential,Changi,Airport,26.66,48.8,GrabCar,GrabPay,Regular,4.79,4.55,12,13.2,Clear,0,Medium,1.0,0,0,39.89,iOS,Current,0,Completed,0,,Not Cancelled,16.8,46.4,42.02
BK2026002279,C101311,D50540,2026-02-11 05:47:10,2026-02-11,5,Wednesday,0,0,Queenstown,Residential,Bukit Timah,Residential,11.53,17.5,JustGrab,GrabPay,Occasional,4.6,4.98,7,1.8,Cloudy,0,Medium,1.0,0,0,18.01,iOS,Current,1,Completed,0,,Not Cancelled,0.5,21.1,19.07
BK2026004600,C102652,D50596,2026-03-25 03:15:59,2026-03-25,3,Wednesday,0,0,Jurong East,Residential/Commercial,Clementi,Residential/Student,11.14,32.1,GrabCar,Cash,New,4.99,4.81,2,1.6,Clear,0,High,1.0,0,0,20.28,iOS,Current,0,Completed,0,,Not Cancelled,1.5,40.1,20.03
BK2026000014,C101521,D51219,2026-01-01 07:21:07,2026-01-01,7,Thursday,0,1,Changi,Airport,Jurong East,Residential/Commercial,17.32,44.6,JustGrab,GrabPay,Regular,4.56,4.87,5,4.7,Clear,0,High,1.19,1,8,22.79,Android,Current,1,Completed,0,,Not Cancelled,1.6,42.7,22.89
BK2026009226,C100896,D50834,2026-06-17 14:36:56,2026-06-17,14,Wednesday,0,0,Yishun,Residential,Orchard,Retail,10.44,21.3,JustGrab,Card,High Value,4.82,4.74,7,9.1,Clear,0,Medium,1.0,1,2,15.32,Android,Current,0,Completed,0,,Not Cancelled,12.0,30.6,14.98
BK2026001526,C101287,D50217,2026-01-28 22:07:41,2026-01-28,22,Wednesday,0,0,Changi,Airport,Marina Bay,Business/Leisure,26.69,59.1,GrabCar,Card,Regular,5.0,4.5,4,3.4,Light Rain,1,Medium,1.14,0,0,45.4,iOS,Current,1,Driver Cancelled,0,,Not Cancelled,,,
BK2026002366,C101301,D51101,2026-02-12 22:11:38,2026-02-12,22,Thursday,0,0,CBD,Business,Changi,Airport,15.84,29.4,JustGrab,Cash,Regular,4.7,4.66,13,5.5,Cloudy,0,Low,1.0,0,0,23.96,Android,One version behind,0,Completed,0,,Not Cancelled,5.9,26.3,22.93
BK2026004649,C101075,D50544,2026-03-26 03:55:19,2026-03-26,3,Thursday,0,0,Serangoon,Residential,Marina Bay,Business/Leisure,6.02,9.2,JustGrab,GrabPay,High Value,4.54,5.0,10,3.8,Clear,0,Low,1.0,0,0,11.22,iOS,One version behind,0,Completed,0,,Not Cancelled,4.2,14.3,9.85
BK2026000375,C100313,D50219,2026-01-07 07:26:59,2026-01-07,7,Wednesday,0,1,CBD,Business,Clementi,Residential/Student,7.95,20.4,JustGrab,GrabPay,Occasional,4.36,4.78,5,6.4,Clear,0,High,1.12,0,0,15.6,Android,Current,0,Completed,0,,Not Cancelled,10.0,20.1,13.88
BK2026008522,C102720,D50290,2026-06-03 19:48:54,2026-06-03,19,Wednesday,0,1,Tampines,Residential,Jurong East,Residential/Commercial,10.83,38.3,JustGrab,Card,Regular,4.76,4.66,5,13.3,Light Rain,1,Severe,1.67,0,0,27.39,Android,Current,0,Completed,0,,Not Cancelled,17.4,38.8,26.59
BK2026006478,C100349,D51425,2026-04-27 18:42:20,2026-04-27,18,Monday,0,1,Orchard,Retail,Woodlands,Residential,6.19,11.0,JustGrab,GrabPay,New,4.74,4.75,5,5.6,Light Rain,1,Low,1.26,0,0,13.31,Android,Current,0,Completed,0,,Not Cancelled,5.9,11.1,12.8
BK2026000526,C101359,D51356,2026-01-10 02:56:01,2026-01-10,2,Saturday,1,0,Punggol,Residential,Marina Bay,Business/Leisure,1.89,4.0,JustGrab,Card,Regular,5.0,4.42,4,1.4,Clear,0,Low,1.0,0,0,6.26,Android,Current,0,Completed,0,,Not Cancelled,2.1,5.1,5.97
BK2026006896,C101608,D50375,2026-05-05 11:46:00,2026-05-05,11,Tuesday,0,0,Yishun,Residential,Queenstown,Residential,14.9,23.2,GrabFamily,GrabPay,Occasional,4.34,4.63,7,1.9,Cloudy,0,Low,1.0,1,5,21.61,Android,Current,0,Customer Cancelled,1,7.7,Fare too high,,,
BK2026003592,C102127,D50213,2026-03-06 22:49:27,2026-03-06,22,Friday,0,0,Orchard,Retail,Tampines,Residential,19.41,38.8,JustGrab,GrabPay,Regular,5.0,4.75,12,8.9,Heavy Rain,1,Low,1.22,0,0,33.32,iOS,Current,1,Customer Cancelled,1,1.5,Driver took too long,,,
BK2026007905,C101449,D50801,2026-05-23 22:31:54,2026-05-23,22,Saturday,1,0,CBD,Business,Punggol,Residential,3.9,8.0,JustGrab,GrabPay,Occasional,4.9,4.63,12,3.0,Clear,0,Low,1.0,0,0,8.86,Android,One version behind,1,Customer Cancelled,1,1.2,Driver took too long,,,
BK2026002959,C102466,D51382,2026-02-23 08:20:28,2026-02-23,8,Monday,0,1,Jurong East,Residential/Commercial,Woodlands,Residential,3.94,6.9,JustGrab,GrabPay,Occasional,4.31,4.86,7,7.2,Clear,0,Medium,1.1,1,5,4.18,iOS,Current,1,Completed,0,,Not Cancelled,6.0,3.0,3.5
BK2026000530,C101054,D50806,2026-01-10 05:40:53,2026-01-10,5,Saturday,1,0,Serangoon,Residential,CBD,Business,8.9,16.2,GrabShare,GrabPay,Regular,4.8,4.71,7,3.6,Cloudy,0,Medium,1.0,0,0,13.69,Android,One version behind,0,Completed,0,,Not Cancelled,4.8,24.3,12.93
BK2026003715,C102766,D50650,2026-03-09 08:25:06,2026-03-09,8,Monday,0,1,Clementi,Residential/Student,Changi,Airport,14.26,41.6,GrabCar Plus,GrabPay,Occasional,4.41,5.0,4,14.5,Clear,0,Severe,1.27,0,0,34.46,Android,Current,4,Customer Cancelled,1,3.5,Driver took too long,,,
BK2026004733,C101000,D50454,2026-03-27 10:54:58,2026-03-27,10,Friday,0,0,Sentosa,Leisure,Orchard,Retail,17.34,36.0,JustGrab,Cash,High Value,4.78,4.84,5,8.7,Clear,0,Medium,1.0,0,0,26.33,Android,Outdated,0,Completed,0,,Not Cancelled,10.8,38.8,25.55
BK2026001395,C101093,D50016,2026-01-26 15:18:54,2026-01-26,15,Monday,0,0,Woodlands,Residential,Marina Bay,Business/Leisure,16.35,31.3,JustGrab,Corporate,New,4.75,4.79,8,2.7,Clear,0,Medium,1.0,0,0,24.72,iOS,Current,2,Completed,0,,Not Cancelled,1.8,32.3,25.42
BK2026005632,C102275,D50097,2026-04-11 22:37:45,2026-04-11,22,Saturday,1,0,Ang Mo Kio,Residential,Tampines,Residential,3.56,5.2,GrabCar,GrabPay,High Value,4.95,4.53,6,11.8,Clear,0,Medium,1.0,0,0,8.46,Android,One version behind,0,Completed,0,,Not Cancelled,12.8,3.0,10.4
BK2026006564,C101737,D50210,2026-04-29 14:07:50,2026-04-29,14,Wednesday,0,0,Ang Mo Kio,Residential,Punggol,Residential,8.95,13.9,GrabFamily,Card,Regular,5.0,4.83,9,8.1,Cloudy,0,Low,1.0,0,0,17.5,iOS,Current,1,Completed,0,,Not Cancelled,11.7,9.9,14.43
BK2026004704,C100683,D50530,2026-03-27 00:07:40,2026-03-27,0,Friday,0,0,Queenstown,Residential,Ang Mo Kio,Residential,4.93,9.7,JustGrab,Card,Occasional,4.43,4.66,2,5.6,Light Rain,1,High,1.25,0,0,11.43,Android,One version behind,0,Completed,0,,Not Cancelled,6.6,3.0,13.22
BK2026001713,C100670,D50645,2026-01-31 23:05:02,2026-01-31,23,Saturday,1,0,Marina Bay,Business/Leisure,Bukit Timah,Residential,18.29,31.3,GrabCar,Corporate,Occasional,4.61,4.87,13,4.1,Cloudy,0,Low,1.0,0,0,28.3,iOS,Current,0,Customer Cancelled,1,6.2,Fare too high,,,
BK2026009756,C100163,D51377,2026-06-26 12:25:51,2026-06-26,12,Friday,0,0,Jurong East,Residential/Commercial,Tampines,Residential,8.88,14.7,GrabCar,Card,New,4.78,4.84,12,1.8,Cloudy,0,Medium,1.0,0,0,15.63,Android,Outdated,1,Driver Cancelled,0,,Not Cancelled,,,
BK2026000956,C102610,D50470,2026-01-18 05:35:09,2026-01-18,5,Sunday,1,0,Woodlands,Residential,Serangoon,Residential,5.09,8.3,JustGrab,GrabPay,Regular,4.79,4.66,4,6.8,Cloudy,0,Low,1.0,0,0,10.14,Android,Current,0,Completed,0,,Not Cancelled,8.9,5.5,7.54
BK2026006676,C100225,D51200,2026-05-01 19:10:31,2026-05-01,19,Friday,0,1,Serangoon,Residential,Tampines,Residential,2.38,4.0,GrabCar Plus,GrabPay,New,4.61,4.75,6,13.1,Clear,0,Low,1.2,0,0,8.33,Android,Current,1,Completed,0,,Not Cancelled,16.8,3.0,6.81
BK2026003454,C101913,D51237,2026-03-04 07:47:24,2026-03-04,7,Wednesday,0,1,Woodlands,Residential,Orchard,Retail,8.63,20.0,GrabFamily,Cash,Occasional,4.51,4.84,3,3.1,Clear,0,High,1.08,0,0,18.73,Android,Current,2,Completed,0,,Not Cancelled,5.2,18.2,17.71
BK2026002072,C102726,D50030,2026-02-07 02:26:39,2026-02-07,2,Saturday,1,0,Punggol,Residential,Tampines,Residential,5.52,9.2,GrabShare,Card,New,4.78,4.86,7,4.3,Clear,0,Low,1.0,1,3,6.83,iOS,One version behind,2,Completed,0,,Not Cancelled,3.9,10.3,5.84
BK2026009741,C102464,D50576,2026-06-26 07:11:23,2026-06-26,7,Friday,0,1,CBD,Business,Tampines,Residential,12.42,18.1,GrabCar,GrabPay,Occasional,4.75,5.0,5,7.1,Cloudy,0,Low,1.19,0,0,22.73,iOS,Outdated,0,Customer Cancelled,1,3.8,Fare too high,,,
BK2026000159,C102306,D50364,2026-01-03 15:42:35,2026-01-03,15,Saturday,1,0,Changi,Airport,Yishun,Residential,20.86,30.5,GrabCar,Corporate,Regular,4.6,4.58,19,4.0,Light Rain,1,Medium,1.28,0,0,37.74,Android,Current,1,Driver Cancelled,0,,Not Cancelled,,,
